Date,Name,Direction,Tonnage,Type
1856-11-29,I. I. Stevens,Inbound,23.00,Schooner
1856-12-01,Pea,Inbound,700.00,Ship
1856-12-09,Pucena Guzman,Inbound,472.00,Ship
1856-12-13,John,Inbound,8.00,Schooner
1856-12-24,Live Yankee,Inbound,427.89,Bark
1856-12-31,Helen,Inbound,12.00,Schooner
1857-01-09,A. Y. Trask,Inbound,22.89,Schooner
1857-01-15,A. Y. Trask,Inbound,22.89,Schooner
1857-01-15,L. P. Foster,Inbound,193.55,Schooner
1857-01-20,Colgram,Inbound,623.20,Ship
1857-01-20,John,Inbound,8.00,Schooner
1857-01-29,G. W. Kendall,Inbound,180.84,Brig
1857-02-09,R. B. Potter,Inbound,70.75,Schooner
1857-02-20,R. B. Potter,Inbound,70.75,Schooner
1857-02-26,I. I. Stevens,Inbound,23.03,Schooner
1857-02-26,Otter,Inbound,144.00,Steamer
1857-03-06,Amelie / Amelia,Inbound,614.93,Bark
1857-03-14,John,Inbound,8.00,Schooner
1857-03-19,Otter,Inbound,144.00,Steamer
1857-03-24,Otter,Inbound,144.00,Steamer
1857-03-30,Velez,Inbound,371.01,Ship
1857-04-04,Mary Dunn,Inbound,14.19,Schooner
1857-04-06,Otter,Inbound,144.00,Steamer
1857-04-10,Mary Dunn,Inbound,16.19,Schooner
1857-04-15,L. P. Foster,Inbound,193.55,Schooner
1857-04-16,Jane Catherine,Inbound,37.00,Bark
1857-04-17,Jenny Ford,Inbound,399.32,
1857-04-17,John,Inbound,6.00,Schooner
1857-04-18,Phantom,Inbound,3.00,Schooner
1857-04-27,Tory,Inbound,451.00,Bark
1857-05-01,Mary Dunn,Inbound,16.19,Schooner
1857-05-06,Otter,Inbound,144.00,Steamer
1857-05-15,A. Y. Trask,Inbound,22.85,Schooner
1857-05-18,Otter,Inbound,144.00,Steamer
1857-05-20,Mary Dunn,Inbound,16.19,Schooner
1857-05-26,Charles Davers,Inbound,263.22,Bark
1857-05-26,Mathias Cousens,Inbound,500.00,Ship
1857-05-27,Wild Pigeon,Inbound,18.51,Schooner
1857-06-04,Jenny Ford,Inbound,399.32,Bark
1857-06-10,A. Y. Trask,Inbound,22.85,Schooner
1857-06-11,Mary Dunn,Inbound,16.19,Schooner
1857-06-11,Wild Pigeon,Inbound,18.51,Schooner
1857-06-18,Mary Ann,Inbound,43.05,Schooner
1857-06-24,Wild Pigeon,Inbound,18.51,Schooner
1857-06-30,Leonesa,Inbound,230.43,Bark
1857-06-30,Hamilton,Inbound,438.50,Ship
1857-07-01,Otter,Inbound,144.00,Steamer
1857-07-05,Mary Dunn,Inbound,16.19,Schooner
1857-07-21,L. P. Foster,Inbound,193.55,Schooner
1857-07-23,Mary Dunn,Inbound,15.19,Schooner
1857-07-26,Wild Pigeon,Inbound,18.51,Schooner
1857-08-01,William and Martha,Inbound,359.85,Bark
1857-08-05,Mary Dunn,Inbound,16.19,Bark
1857-08-10,Mary Ann,Inbound,43.05,Schooner
1857-08-02,Georgiana,Inbound,194.54,Bark
1857-08-05,Wild Pigeon,Inbound,18.51,Schooner
1857-08-13,Jose Gumarcery/Gumareenz,Inbound,297.00,Bark
1857-08-19,Mary Dunn,Inbound,11.19,Schooner
1857-08-19,Wild Pigeon,Inbound,16.19,Schooner
1857-08-22,Island Queen,Inbound,110.00,Schooner
1857-08-24,Constitution,Inbound,520.00,Steamer
1857-08-24,Eli Whitney,Inbound,532.53,Ship
1857-08-24,Jenny Ford,Inbound,397.32,Barkentine
1857-09-02,Adounee,Inbound,125.00,Brig
1857-09-02,Constitution,Inbound,530.00,Steamer
1857-09-04,Constitution,Inbound,530.00,Steamer
1857-09-14,Palmetto,Inbound,282.03,Bark
1857-09-16,Constitution,Inbound,530.00,Steamer
1857-09-16,A. Y. Trask,Inbound,23.89,Schooner
1857-09-18,Wild Pigeon,Inbound,18.51,Schooner
1857-09-18,Mary Dunn,Inbound,16.19,Schooner
1857-09-22,Live Yankee,Inbound,47.93,Bark
1857-09-24,L. P. Foster,Inbound,193.55,Schooner
1857-09-26,Sea Nymph,Inbound,297.32,Bark
1857-10-03,Wild Pigeon,Inbound,18.51,Schooner
1857-10-02,Constitution,Inbound,530.32,Steamer
1857-10-08,Island Queen,Inbound,110.00,Schooner
1857-10-12,H. C. Page,Inbound,42.00,Schooner
1857-10-14,Constitution,Inbound,530.32,Steamer
1857-10-26,Consort,Inbound,225.22,Brig
1857-10-26,Sebastopol,Inbound,609.00,Brig
1857-10-28,Constitution,Inbound,530.00,Steamer
1857-11-03,Canlin/Canton,Inbound,400.00,Bark
1857-11-04,Leonard / Leonede,Inbound,370.29,Ship
1857-11-04,Wild Pigeon,Inbound,18.51,Schooner
1857-11-14,Constitution,Inbound,530.32,Steamer
1857-11-24,Jenny Ford,Inbound,399.32,Bark
1857-11-25,Wild Pigeon,Inbound,18.51,Schooner
1857-11-25,Constitution,Inbound,530.32,Steamer
1857-11-27,A. Y. Trask,Inbound,22.89,Schooner
1857-11-27,Live Yankee,Inbound,427.89,Bark
1857-11-27,Cyrus,Inbound,,Brig
1857-11-27,Alexander,Inbound,596.19,Ship
1857-12-04,L. P. Foster,Inbound,193.55,Schooner
1857-12-08,Wild Pigeon,Inbound,18.51,Schooner
1857-12-10,Colonel Ebey,Inbound,20.00,Schooner
1857-12-21,Wild Pigeon,Inbound,18.51,Schooner
1857-12-21,Lizzie Jarvis,Inbound,273.00,Ship
1857-12-21,Rob Roy,Inbound,43.95,Schooner
1857-12-27,Otter,Inbound,,Steamer
1857-12-28,Gov Gen Duyman Wm Timber / Von Levitt,Inbound,400.00,Bark
1858-01-08,Colonel Ebey,Inbound,20.00,Schooner
1858-01-08,Wild Pigeon,Inbound,18.51,Schooner
1858-01-15,Ravensdale,Inbound,602.00,Ship
1858-01-15,Mary Ann,Inbound,43.05,Schooner
1858-01-16,Wild Pigeon,Inbound,18.51,Schooner
1858-01-19,R. B. Potter,Inbound,70.78,Schooner
1858-01-20,Otter,Inbound,144.00,Steamer
1858-01-23,Beaver,Inbound,103.00,Steamer
1858-01-28,Mathias Cousens,Inbound,500.00,
1858-01-30,Jenny Ford,Inbound,397.32,Bark
1858-02-01,Beaver,Inbound,109.00,Steamer
1858-02-03,May Flower,Inbound,349.62,Bark
1858-02-10,Mary Dunn,Inbound,16.19,Schooner
1858-02-11,Rob Roy,Inbound,48.95,Schooner
1858-02-20,Spray,Inbound,285.00,Schooner
1858-02-20,Wild Pigeon,Inbound,18.51,Schooner
1858-02-26,L. P. Foster,Inbound,193.86,Schooner
1858-02-26,George Raynes,Inbound,999.23,Ship
1858-02-26,Ujacously,Inbound,734.13,Ship
1858-03-05,Beaver,Inbound,109.00,Steamer
1858-03-08,Jane Catherine,Inbound,371.00,Ship
1858-03-13,Rog/Rug / John?,Inbound,6.00,Schooner
1858-03-17,Kit Carson,Inbound,996.86,Ship
1858-03-19,Wild Pigeon,Inbound,18.51,Schooner
1858-03-20,Mary Dunn,Inbound,16.19,Schooner
1858-03-28,N. U. Schurenger/V.U. Schwanger,Inbound,344.00,Bark
1858-03-29,Torrent,Inbound,641.64,Ship
1858-03-31,Wild Pigeon,Inbound,18.51,Schooner
1858-03-31,Sea Bird,Inbound,225.00,Steamer
1858-03-31,Therese,Inbound,309.00,Bark
1858-04-08,Otter,Inbound,144.00,Steamer
1858-03-17,Daw/Don,Inbound,400.00,Bark
1858-04-12,Bostonian,Inbound,"1,099.89",Ship
1858-04-20,Wild Pigeon,Inbound,18.51,Schooner
1858-04-26,Brother Jonathan,Inbound,"1,359.55",Steamer
1858-04-27,H. C. Page,Inbound,42.00,Schooner
1858-04-30,Wild Pigeon,Inbound,18.51,Schooner
1858-05-10,Constitution,Inbound,530.00,Steamer
1858-05-11,Sea Bird,Inbound,492.00,Ship
1858-05-11,Brother Jonathan,Inbound,"1,359.55",Steamer
1858-05-12,Golden State,Inbound,134.15,Schooner
1858-05-13,Panama,Inbound,"1,087.33",Steamer
1858-05-16,Jennett,Inbound,18.06,Schooner
1858-05-17,Mallory,Inbound,291.78,Bark
1858-05-22,Mathew Vasser,Inbound,118.67,Schooner
1858-05-22,L. P. Foster,Inbound,193.22,Schooner
1858-05-26,Brother Jonathan,Inbound,"1,359.00",Steamer
1858-05-26,A. Y. Trask,Inbound,22.89,Schooner
1858-05-29,Panama,Inbound,"1,087.33",Steamer
1858-06-01,Wild Pigeon,Inbound,18.51,Schooner
1858-06-01,Mary Dunn,Inbound,16.19,Schooner
1858-06-02,Surprise,Inbound,456.54,Steamer
1858-06-04,May Flower,Inbound,427.89,Bark
1858-06-07,Republic,Inbound,852.49,Steamer
1858-06-12,Sea Bird,Inbound,225.00,Steamer
1858-06-14,Sea Bird,Inbound,225.00,Steamer
1858-06-14,Brother Jonathan,Inbound,"1,358.65",Steamer
1858-06-16,Wild Pigeon,Inbound,18.51,Schooner
1858-06-18,Panama,Inbound,"1,087.85",Steamer
1858-06-19,R. B. Potter,Inbound,70.75,Schooner
1858-06-21,Carter,Inbound,"1,117.40",Steamer
1858-06-22,Surprise,Inbound,456.54,Steamer
1858-06-22,Constitution,Inbound,530.00,Steamer
1858-06-22,Resolute,Inbound,132.18,Steamer
1858-06-22,C. S. Kidder,Inbound,9.00,Schooner
1858-06-28,Wild Pigeon,Inbound,18.51,Schooner
1858-06-28,Wellemontie,Inbound,171.07,Brig
1858-06-28,Republic,Inbound,852.49,Steamer
1858-06-29,Brother Jonathan,Inbound,"1,359.55",Steamer
1858-06-29,Constitution,Inbound,530.00,Steamer
1858-06-22,Recovery,Inbound,154.92,Brig
1858-06-23,Otter,Inbound,144.00,Steamer
1858-06-23,Santa Cruz,Inbound,260.00,Steamer
1858-07-01,William,Inbound,522.00,Ship
1858-07-01,Gold Hunter,Inbound,280.43,Bark
1858-07-01,Adelaide,Inbound,249.00,Bark
1858-07-02,Oregon,Inbound,"1,099.10",Steamer
1858-07-02,Oregon,Inbound,"1,099.09",Steamer
1858-07-03,Sierra Nevada,Inbound,"1,246.74",Steamer
1858-07-03,Sierra Nevada,Inbound,"1,246.74",Steamer
1858-07-05,Constitution,Inbound,533.00,Steamer
1858-07-05,Pacific,Inbound,"1,003.88",Steamer
1858-07-06,Panama,Inbound,"1,087.43",Steamer
1858-07-06,Panama,Inbound,"1,087.43",Steamer
1858-07-07,May Flower,Inbound,421.06,Bark
1858-07-08,Oregala/Orezaba/Ouzaba,Inbound,"1,450.65",Steamer
1858-07-08,Cortez,Inbound,"1,117.40",Steamer
1858-07-08,Georgiana,Inbound,460.00,Ship
1858-07-09,Santa Cruz,Inbound,303.92,Steamer
1858-07-12,Cortez,Inbound,"1,117.37",Steamer
1858-07-13,Surprise,Inbound,456.62,Steamer
1858-07-13,Constitution,Inbound,533.00,Steamer
1858-07-14,Ann Perry,Inbound,348.32,Bark
1858-07-14,Ann Perry,Inbound,348.32,Bark
1858-07-14,Constitution,Inbound,533.00,Steamer
1858-07-14,Elambove/Slambove,Inbound,890.00,Ship
1858-07-16,Resolute,Inbound,132.20,Steamer
1858-07-17,Sierra Nevada,Inbound,"1,246.74",Steamer
1858-07-17,Merchantman,Inbound,237.00,Brig
1858-07-17,Alice,Inbound,53.00,Schooner
1858-07-19,Pacific,Inbound,"1,003.88",Steamer
1858-07-19,Robb Passenger/Robt Passenger,Inbound,439.63,Bark
1858-07-19,Oregala/Orezaba/Ouzaba,Inbound,"1,450.65",Steamer
1858-07-20,Constitution,Inbound,533.00,Steamer
1858-07-22,Nahumkeag,Inbound,290.84,Bark
1858-07-22,Amelia,Inbound,16.00,Schooner
1858-07-23,Charles Davers,Inbound,263.02,Bark
1858-07-24,Emma,Inbound,121.95,Schooner
1858-07-24,D. M. Hall,Inbound,263.17,Bark
1858-07-24,Nahumkeag,Inbound,290.84,Bark
1858-07-24,Emma,Inbound,126.32,Schooner
1858-07-25,Panama,Inbound,"1,087.33",Steamer
1858-07-27,E. F. Willetts,Inbound,825.02,Ship
1858-07-27,Amelia,Inbound,16.00,Schooner
1858-07-27,Leviathan,Inbound,18.00,Steamer
1858-07-28,Atlas,Inbound,790.16,Ship
1858-07-29,Jenny Ford,Inbound,397.32,Bark
1858-07-30,C. S. Kidder,Inbound,9.00,Schooner
1858-07-30,Lucy L. Hale,Inbound,262.00,Bark
1858-07-31,Jessie,Inbound,7.16,Schooner
1858-07-31,Mallory,Inbound,291.74,Bark
1858-08-01,Pacific,Inbound,"1,003.88",Steamer
1858-08-02,Live Yankee,Inbound,427.87,Bark
1858-08-03,Mary Dunn,Inbound,43.00,Schooner
1858-08-03,A. Y. Trask,Inbound,22.89,Schooner
1858-08-07,Francis Helen,Inbound,171.54,Schooner
1858-08-09,Kent,Inbound,9.00,Sloop
1858-08-11,Panama,Inbound,"1,087.33",Steamer
1858-08-11,Ellen H. Wood,Inbound,235.25,Brig
1858-08-11,Ellen H. Wood,Inbound,235.25,Brig
1858-08-12,Charles Davers,Inbound,263.29,Bark
1858-08-12,Cyrus,Inbound,213.73,Brig
1858-08-13,Hattie Porter,Inbound,407.06,Sloop
1858-08-13,Leviathan,Inbound,18.00,Steamer
1858-08-13,Ella Frances,Inbound,328.97,Bark
1858-08-13,Amelia,Inbound,16.00,Schooner
1858-08-14,Nevada,Inbound,35.78,Schooner
1858-08-14,Oceola,Inbound,90.00,Schooner
1858-08-14,Jennett,Inbound,92.57,Schooner
1858-08-14,Madonna,Inbound,260.03,Bark
1858-08-14,Matilda Heron,Inbound,49.52,Schooner
1858-08-14,Resolute,Inbound,132.20,Steamer
1858-08-16,Emma,Inbound,126.32,Schooner
1858-08-16,Surprise,Inbound,454.62,Steamer
1858-08-16,L. P. Foster,Inbound,193.56,Schooner
1858-08-18,Black Puma,Inbound,79.33,Schooner
1858-08-18,Leviathan,Inbound,18.00,Steamer
1858-08-19,H. C. Page,Inbound,42.74,Schooner
1858-08-20,Rosetta/Rosatta,Inbound,66.41,Schooner
1858-08-20,Simon F. Blunt,Inbound,84.35,Schooner
1858-08-20,Mary Anna,Inbound,34.00,Schooner
1858-08-20,Wilson G. Hunt,Inbound,311.27,Steamer
1858-08-20,Francis Helen,Inbound,171.61,Schooner
1858-08-22,C. S. Kidder,Inbound,9.00,Schooner
1858-08-22,Lizzie Roberts,Inbound,4.44,Schooner
1858-08-23,Ork,Inbound,243.73,Bark
1858-08-24,Santa Cruz,Inbound,303.92,Steamer
1858-08-25,Amelia,Inbound,14.00,Schooner
1858-08-25,Leviathan,Inbound,18.00,Steamer
1858-08-26,I. I. Stevens,Inbound,23.13,Schooner
1858-08-27,C. S. Kidder,Inbound,9.00,Schooner
1858-08-28,Wilson G. Hunt,Inbound,311.27,Steamer
1858-08-28,May Flower,Inbound,349.00,Bark
1858-08-28,Manuel Monte,Inbound,501.00,Ship
1858-08-30,Northerner,Inbound,"1,012.98",Steamer
1858-08-31,Jennett,Inbound,92.57,Schooner
1858-09-01,Equity,Inbound,90.00,Schooner
1858-09-02,Long Island,Inbound,59.94,Schooner
1858-09-02,Midnight Cry,Inbound,4.25,Sloop
1858-09-02,Amelia,Inbound,16.00,Schooner
1858-09-03,H. C. Page,Inbound,42.74,Schooner
1858-09-03,Caroline,Inbound,32.00,Schooner
1858-09-03,Mallory,Inbound,291.74,Bark
1858-09-04,William Rose,Inbound,193.00,Brig
1858-09-06,Brontes,Inbound,250.37,Bark
1858-09-06,Wilson G. Hunt,Inbound,311.27,Steamer
1858-09-06,Constitution,Inbound,533.00,Steamer
1858-09-07,Big Jim,Inbound,5.00,Sloop
1858-09-08,Leonede,Inbound,14.00,Sloop
1858-09-09,Harriet,Inbound,14.76,Schooner
1858-09-09,Amelia,Inbound,16.00,Schooner
1858-09-09,Ranger No. 2,Inbound,29.43,Steamer
1858-09-11,Franklin Sherman,Inbound,32.13,Sloop
1858-09-09,Simon F. Blunt,Inbound,84.35,Schooner
1858-09-13,Constitution,Inbound,533.00,Steamer
1858-09-15,Long Island,Inbound,59.94,Schooner
1858-09-15,America,Inbound,318.09,Bark
1858-09-16,Carolina,Inbound,32.00,Schooner
1858-09-16,Amelia,Inbound,16.00,Schooner
1858-09-17,Midnight Cry,Inbound,4.25,Sloop
1858-09-17,Santa Cruz,Inbound,303.87,Steamer
1858-09-15,I. I. Stevens,Inbound,23.13,Schooner
1858-09-17,Helen Maria,Inbound,7.71,
1858-09-20,Acadia,Inbound,199.00,Bark
1858-09-20,Ranger No. 2,Inbound,29.43,Steamer
1858-09-20,Wild Pigeon,Inbound,18.16,Schooner
1858-09-20,Constitution,Inbound,533.00,Steamer
1858-09-20,Northerner,Inbound,"1,013.03",Steamer
1858-09-21,Nevada,Inbound,35.78,Schooner
1858-09-21,Leonede,Inbound,14.00,Sloop
1858-09-22,C. S. Kidder,Inbound,9.00,Schooner
1858-09-22,Leviathan,Inbound,18.00,Steamer
1858-09-22,H. C. Page,Inbound,42.74,Schooner
1858-09-23,Oregon,Inbound,"1,099.09",Steamer
1858-09-23,D. M. Hall,Inbound,263.17,Bark
1858-09-24,Amelia,Inbound,14.00,Schooner
1858-09-25,May Flower,Inbound,349.00,Bark
1858-09-27,Leonede,Inbound,14.00,Sloop
1858-09-27,Lord Raglan,Inbound,14.00,Schooner
1858-09-28,Constitution,Inbound,533.00,Steamer
1858-09-29,Eliza,Inbound,16.00,Schooner
1858-09-29,Midnight Cry,Inbound,4.25,Sloop
1858-09-30,Friendship,Inbound,336.69,Bark
1858-09-28,Satellite,Inbound,824.24,Ship
1858-10-02,Leonede,Inbound,14.00,Sloop
1858-10-04,Beverley,Inbound,676.27,Ship
1858-10-04,Defender,Inbound,"1,226.75",Ship
1858-10-04,Mary Ann,Inbound,34.00,Schooner
1858-10-06,Northerner,Inbound,"1,018.98",Steamer
1858-10-06,Amelia,Inbound,16.00,Schooner
1858-10-07,Leonede,Inbound,14.00,Sloop
1858-10-08,Elizabeth,Inbound,16.00,Schooner
1858-10-12,Ranger No. 2,Inbound,29.43,Steamer
1858-10-12,Madonna,Inbound,260.03,Bark
1858-10-13,Mary,Inbound,6.89,Schooner
1858-10-13,Constitution,Inbound,533.00,Steamer
1858-10-13,Amelia,Inbound,16.00,Schooner
1858-10-14,Violet,Inbound,24.00,Schooner
1858-10-14,Jenny Ford,Inbound,397.00,Bark
1858-10-14,Wild Duck,Inbound,4.00,Schooner
1858-10-14,Lizzie Jarvis,Inbound,273.00,Ship
1858-10-19,Constitution,Inbound,533.00,Steamer
1858-10-19,Amelia,Inbound,16.00,Schooner
1858-10-19,Helen Maria,Inbound,7.68,Schooner
1858-10-21,Elizabeth,Inbound,16.00,Schooner
1858-10-21,Wild Duck,Inbound,5.00,Schooner
1858-10-22,Wild Pigeon,Inbound,18.40,Schooner
1858-10-22,Midnight Cry,Inbound,4.25,Sloop
1858-10-22,Violet,Inbound,24.00,Schooner
1858-10-28,Harriet,Inbound,9.00,Schooner
1858-10-28,Carolina,Inbound,32.34,Schooner
1858-10-28,Elizabeth,Inbound,16.00,Schooner
1858-10-28,Merlin,Inbound,20.00,Schooner
1858-10-29,Constitution,Inbound,533.00,Steamer
1858-11-01,Jessie,Inbound,4.00,Schooner
1858-11-02,A. Y. Trask,Inbound,22.89,Schooner
1858-11-02,Leonede,Inbound,14.00,Sloop
1858-11-03,Wild Duck,Inbound,4.00,Schooner
1858-11-03,Rose of Langley,Inbound,4.00,Sloop
1858-11-04,Violet,Inbound,24.00,Schooner
1858-11-05,Leonede,Inbound,14.00,Sloop
1858-11-06,Midnight Cry,Inbound,4.25,Sloop
1858-11-07,Peonium,Inbound,,Ship
1858-11-08,Constitution,Inbound,533.00,Steamer
1858-11-08,Lizzie Roberts,Inbound,4.00,Schooner
1858-11-08,Nahumkeag,Inbound,210.00,Bark
1858-11-08,Amelia,Inbound,16.00,Schooner
1858-11-09,Ocean Wave,Inbound,6.00,Schooner
1858-11-09,Beaver,Inbound,109.00,Steamer
1858-11-09,Harriet,Inbound,9.00,Schooner
1858-11-10,Santa Cruz,Inbound,303.00,Steamer
1858-11-10,Merlin,Inbound,20.00,Schooner
1858-11-12,Wild Duck,Inbound,4.00,Schooner
1858-11-12,Leonede,Inbound,14.00,Sloop
1858-11-12,John Stevens,Inbound,16.00,Schooner
1858-11-12,Wild Pigeon,Inbound,32.40,Schooner
1858-11-16,Leonede,Inbound,14.00,Sloop
1858-11-16,Panama,Inbound,"1,087.33",Steamer
1858-11-16,Eli Whitney,Inbound,532.00,Ship
1858-11-20,Wild Duck,Inbound,4.00,Schooner
1858-11-20,Ocean Wave,Inbound,4.00,Sloop
1858-11-20,Cucy/Ciren,Inbound,9.00,Schooner
1858-11-20,Carrie Pfein,Inbound,4.00,Sloop
1858-11-20,Constitution,Inbound,533.00,Steamer
1858-11-23,Franklin Sherman,Inbound,17.05,Sloop
1858-11-23,Elizabeth,Inbound,16.00,Schooner
1858-11-23,Blue Wing,Inbound,13.39,Schooner
1858-11-23,Leonede,Inbound,14.00,Sloop
1858-11-26,Constitution,Inbound,533.00,Steamer
1858-11-27,Carolina,Inbound,32.40,Schooner
1858-11-27,Mallory,Inbound,291.76,Bark
1858-11-28,Leonede,Inbound,4.00,Sloop
1858-11-28,D. M. Hall,Inbound,263.17,Bark
1858-11-27,Wild Duck,Inbound,4.00,Schooner
1858-11-27,Amelia,Inbound,14.00,Schooner
1858-12-01,Pilgrim,Inbound,120.82,Schooner
1858-12-01,Eclipse,Inbound,10.00,Schooner
1858-12-02,Wild Pigeon,Inbound,18.34,Schooner
1858-12-02,Franklin Sherman,Inbound,17.05,Sloop
1858-12-04,Leonede,Inbound,14.00,Sloop
1858-12-04,Pacific,Inbound,"1,003.00",Steamer
1858-12-06,Midnight Cry,Inbound,4.00,Sloop
1858-12-06,C. S. Kidder,Inbound,9.00,Schooner
1858-12-06,Carolina,Inbound,38.34,Schooner
1858-12-07,Santa Cruz,Inbound,303.00,Steamer
1858-12-08,Constitution,Inbound,533.00,Steamer
1858-12-08,Helen Maria,Inbound,7.71,Schooner
1858-12-10,H. C. Page,Inbound,42.00,Schooner
1858-12-10,Santa Cruz,Inbound,303.00,Steamer
1858-12-12,Franklin Sherman,Inbound,7.05,Sloop
1858-12-13,Nevada,Inbound,35.78,Schooner
1858-12-13,Wild Duck,Inbound,4.00,Schooner
1858-12-13,Leonede,Inbound,14.00,Sloop
1858-12-13,Storm Bird,Inbound,527.00,Bark
1858-12-13,Harriet,Inbound,14.00,Schooner
1858-12-13,Morning Beauty,Inbound,367.00,
1858-12-13,Panama,Inbound,"1,087.00",Steamer
1858-12-14,Elizabeth,Inbound,16.00,Schooner
1858-12-15,Violet,Inbound,24.00,Schooner
1858-12-15,Carolina,Inbound,32.34,Schooner
1858-12-16,Jessie,Inbound,14.96,Schooner
1858-12-16,Wild Pigeon,Inbound,18.51,Schooner
1858-12-17,Santa Cruz,Inbound,303.00,Steamer
1858-12-17,Mary Ann,Inbound,18.00,Schooner
1858-12-20,Jenny Ford,Inbound,397.00,Bark
1858-12-24,H. C. Page,Inbound,43.00,Schooner
1858-12-24,Leonede,Inbound,14.00,Sloop
1858-12-25,Panama,Inbound,"1,087.00",Steamer
1858-12-27,Pilgrim,Inbound,122.00,Schooner
1858-12-28,R. B. Potter,Inbound,66.82,Schooner
1858-12-29,Santa Cruz,Inbound,303.92,Steamer
1858-12-29,J. C. Caswell,Inbound,4.00,Sloop
1859-01-01,Columbia,Inbound,999.25,Steamer
1859-01-08,Ocseni/Orsini,Inbound,9.00,Schooner
1859-01-05,Wild Pigeon,Inbound,18.40,Schooner
1859-01-07,Leonede,Inbound,14.00,Sloop
1859-01-10,H. C. Page,Inbound,42.00,Schooner
1859-01-12,Franklin Sherman,Inbound,17.00,Sloop
1859-01-15,Constitution,Inbound,533.00,Steamer
1859-01-17,Carolina,Inbound,32.40,Schooner
1859-01-18,Amelia,Inbound,16.00,Schooner
1859-01-18,Page,Inbound,149.73,Schooner
1859-01-19,Lancaster,Inbound,331.00,Bark
1859-01-19,Hamboul/Stamboul,Inbound,"1,274.00",Ship
1859-01-21,Magarine/Mayarine,Inbound,936.00,Ship
1859-01-21,Godfrey,Inbound,487.00,Bark
1859-01-21,Northerner,Inbound,"1,012.00",Steamer
1859-01-19,Leonede,Inbound,14.00,Schooner
1859-01-20,Ork,Inbound,,Bark
1859-01-23,H. C. Page,Inbound,42.00,Schooner
1859-01-24,Franklin Sherman,Inbound,7.00,Sloop
1859-01-24,Elizabeth,Inbound,16.00,Schooner
1859-01-24,Wild Pigeon,Inbound,18.40,Schooner
1859-01-25,Carolina,Inbound,32.40,Schooner
1859-01-20,Ocean Wave,Inbound,6.00,Schooner
1859-01-25,Jessie,Inbound,5.00,Schooner
1859-01-26,Leonede,Inbound,14.00,Sloop
1859-01-26,Wild Duck,Inbound,5.00,Schooner
1859-01-29,Cadwell,Inbound,5.00,Schooner
1859-01-29,Otter,Inbound,144.00,Steamer
1859-01-29,Amelia,Inbound,16.00,Schooner
1859-01-29,Matilda Heron,Inbound,49.52,Schooner
1859-02-01,Matilda Heron,Inbound,49.52,Schooner
1859-02-05,Madonna,Inbound,200.00,Bark
1859-02-03,H. C. Page,Inbound,42.00,
1859-02-03,Mary Ann,Inbound,41.00,
1859-02-03,Constitution,Inbound,533.00,Steamer
1859-02-04,Leonede,Inbound,14.00,Sloop
1859-02-05,Harriet,Inbound,16.00,Schooner
1859-02-07,R. B. Potter,Inbound,68.00,Schooner
1859-02-07,Glympse,Inbound,483.92,Bark
1859-02-11,Franklin Sherman,Inbound,14.00,Sloop
1859-02-07,Young Greek,Inbound,,Bark
1859-02-11,Leonede,Inbound,14.00,Sloop
1859-02-11,Constitution,Inbound,533.00,Steamer
1859-02-11,Orestus,Inbound,680.00,Bark
1859-02-11,Piscatagua,Inbound,14.00,Schooner
1859-02-11,Orion,Inbound,,Ship
1859-02-13,Northerner,Inbound,"1,012.00",Steamer
1859-02-14,Dashaway,Inbound,,Ship
1859-02-15,C. E. Silton,Inbound,,
1859-02-19,Reporter,Inbound,49.00,Schooner
1859-02-21,L. P. Foster,Inbound,193.00,Schooner
1859-02-21,Harriet,Inbound,15.00,Schooner
1859-02-21,Amelia,Inbound,16.00,Schooner
1859-02-22,W. D. Rice,Inbound,238.00,Brig
1859-02-22,Jenny Ford,Inbound,397.53,Bark
1859-02-22,D. M. Hall,Inbound,263.17,Bark
1859-02-22,Northerner,Inbound,"1,012.77",Steamer
1859-02-27,Caroline,Inbound,32.00,Schooner
1859-03-01,Wild Duck,Inbound,5.00,Schooner
1859-03-01,Elizabeth,Inbound,16.00,Schooner
1859-03-02,J. C. Caswell,Inbound,5.00,
1859-03-02,Wild Pigeon,Inbound,18.00,Schooner
1859-03-02,Memnon,Inbound,789.00,Ship
1859-03-02,Amelia,Inbound,16.00,Schooner
1859-03-05,Constitution,Inbound,533.00,Steamer
1859-03-07,Jessie,Inbound,5.00,Schooner
1859-03-07,H. C. Page,Inbound,40.00,Schooner
1859-03-09,Columbia,Inbound,999.25,Steamer
1859-03-12,Mawhurst/Mamluist,Inbound,438.00,Ship
1859-03-11,Franklin Sherman,Inbound,17.00,Sloop
1859-03-14,Pronto,Inbound,5.00,Schooner
1859-03-07,Island Queen,Inbound,110.00,Schooner
1859-03-07,C. S. Kidder,Inbound,9.00,Schooner
1859-03-12,Constitution,Inbound,533.00,Steamer
1859-03-13,J. C. Caswell,Inbound,5.00,Sloop
